id,ingredients_id,raw,cooked,deep_fry,shallow_fry,boiled,roasted,updated_at,created_at,custom,custom_name
253,922,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:34:23.669,2025-03-31 22:34:23.669,0.000,Custom
254,925,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:35:18.373,2025-03-31 22:35:18.373,0.000,Custom
255,926,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:35:28.85,2025-03-31 22:35:28.85,0.000,Custom
256,927,1.000,0.900,0.800,0.850,0.950,0.850,2025-03-31 22:36:11.828,2025-03-31 22:36:11.828,0.000,Custom
257,928,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:36:22.505,2025-03-31 22:36:22.505,0.000,Custom
258,929,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:36:32.514,2025-03-31 22:36:32.514,0.000,Custom
259,930,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:37:12.781,2025-03-31 22:37:12.781,0.000,Custom
260,931,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:37:22.425,2025-03-31 22:37:22.425,0.000,Custom
261,932,1.000,1.000,0.000,0.000,0.000,1.000,2025-03-31 22:37:32.253,2025-03-31 22:37:32.253,0.000,Custom
262,933,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:38:10.972,2025-03-31 22:38:10.972,0.000,Custom
263,934,1.000,1.000,0.000,0.000,0.000,1.000,2025-03-31 22:38:21.643,2025-03-31 22:38:21.643,0.000,Custom
264,935,1.000,1.000,0.000,0.000,0.000,1.000,2025-03-31 22:38:30.619,2025-03-31 22:38:30.619,0.000,Custom
265,936,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:39:12.813,2025-03-31 22:39:12.813,0.000,Custom
266,937,1.000,0.900,0.000,0.000,0.900,0.850,2025-03-31 22:39:23.922,2025-03-31 22:39:23.922,0.000,Custom
267,938,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:39:35.033,2025-03-31 22:39:35.033,0.000,Custom
268,939,1.000,0.900,0.000,0.000,0.000,0.800,2025-03-31 22:40:13.443,2025-03-31 22:40:13.443,0.000,Custom
269,940,1.000,0.900,0.000,0.000,0.900,0.850,2025-03-31 22:40:23.054,2025-03-31 22:40:23.054,0.000,Custom
270,941,1.000,0.800,0.700,0.750,0.850,0.750,2025-03-31 22:40:32.622,2025-03-31 22:40:32.622,0.000,Custom
271,942,1.000,0.800,0.700,0.750,0.850,0.750,2025-03-31 22:41:11.78,2025-03-31 22:41:11.78,0.000,Custom
272,943,1.000,0.900,0.000,0.000,0.950,0.850,2025-03-31 22:41:21.093,2025-03-31 22:41:21.093,0.000,Custom
273,944,1.000,0.500,0.000,0.000,0.500,0.000,2025-03-31 22:41:33.283,2025-03-31 22:41:33.283,0.000,Custom
274,947,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:42:29.137,2025-03-31 22:42:29.137,0.000,Custom
275,948,1.000,0.800,0.000,0.000,0.000,0.000,2025-03-31 22:43:11.783,2025-03-31 22:43:11.783,0.000,Custom
276,949,1.000,1.000,0.000,0.000,1.000,1.000,2025-03-31 22:43:19.88,2025-03-31 22:43:19.88,0.000,Custom
277,950,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:43:31.01,2025-03-31 22:43:31.01,0.000,Custom
278,952,1.000,2.750,0.000,0.000,2.750,0.000,2025-03-31 22:44:19.063,2025-03-31 22:44:19.063,0.000,Custom
279,953,1.000,2.750,0.000,0.000,2.750,0.000,2025-03-31 22:44:28.679,2025-03-31 22:44:28.679,0.000,Custom
280,954,1.000,2.750,0.000,0.000,2.750,0.000,2025-03-31 22:45:11.161,2025-03-31 22:45:11.161,0.000,Custom
281,955,1.000,2.750,0.000,0.000,2.750,0.000,2025-03-31 22:45:22.459,2025-03-31 22:45:22.459,0.000,Custom
282,956,1.000,2.500,0.000,0.000,2.500,0.000,2025-03-31 22:45:32.803,2025-03-31 22:45:32.803,0.000,Custom
283,957,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:46:10.348,2025-03-31 22:46:10.348,0.000,Custom
284,958,1.000,0.800,0.000,0.000,0.000,0.000,2025-03-31 22:46:20.404,2025-03-31 22:46:20.404,0.000,Custom
285,959,1.000,0.700,0.000,0.000,0.700,0.700,2025-03-31 22:46:30.585,2025-03-31 22:46:30.585,0.000,Custom
286,960,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:47:11.57,2025-03-31 22:47:11.57,0.000,Custom
287,961,1.000,0.750,0.000,0.000,0.000,0.700,2025-03-31 22:47:19.713,2025-03-31 22:47:19.713,0.000,Custom
288,962,1.000,0.700,0.000,0.000,0.000,0.700,2025-03-31 22:47:29.761,2025-03-31 22:47:29.761,0.000,Custom
289,963,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:48:08.867,2025-03-31 22:48:08.867,0.000,Custom
290,964,1.000,0.750,0.000,0.000,0.000,0.750,2025-03-31 22:48:20.199,2025-03-31 22:48:20.199,0.000,Custom
291,965,1.000,0.750,0.000,0.000,0.000,0.750,2025-03-31 22:48:31.354,2025-03-31 22:48:31.354,0.000,Custom
292,966,1.000,0.700,0.000,0.000,0.000,0.700,2025-03-31 22:49:12.887,2025-03-31 22:49:12.887,0.000,Custom
293,967,1.000,0.750,0.000,0.000,0.000,0.750,2025-03-31 22:49:23.535,2025-03-31 22:49:23.535,0.000,Custom
294,968,1.000,0.750,0.000,0.000,0.000,0.700,2025-03-31 22:49:32.056,2025-03-31 22:49:32.056,0.000,Custom
295,969,1.000,0.700,0.000,0.000,0.000,0.700,2025-03-31 22:50:11.151,2025-03-31 22:50:11.151,0.000,Custom
296,970,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:50:21.77,2025-03-31 22:50:21.77,0.000,Custom
297,971,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:50:32.095,2025-03-31 22:50:32.095,0.000,Custom
298,972,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:51:11.335,2025-03-31 22:51:11.335,0.000,Custom
299,974,1.000,0.750,0.000,0.000,0.750,0.700,2025-03-31 22:51:29.949,2025-03-31 22:51:29.949,0.000,Custom
300,975,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:52:12.161,2025-03-31 22:52:12.161,0.000,Custom
301,976,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:52:21.223,2025-03-31 22:52:21.223,0.000,Custom
302,977,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:52:30.191,2025-03-31 22:52:30.191,0.000,Custom
303,978,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:53:09.803,2025-03-31 22:53:09.803,0.000,Custom
304,979,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:53:19.961,2025-03-31 22:53:19.961,0.000,Custom
305,980,1.000,0.800,0.000,0.000,0.800,0.750,2025-03-31 22:53:29.526,2025-03-31 22:53:29.526,0.000,Custom
306,981,1.000,0.900,0.700,0.750,0.850,0.800,2025-03-31 22:54:09.821,2025-03-31 22:54:09.821,0.000,Custom
307,982,1.000,0.900,0.000,0.000,0.900,0.850,2025-03-31 22:54:21.486,2025-03-31 22:54:21.486,0.000,Custom
308,983,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:54:31.255,2025-03-31 22:54:31.255,0.000,Custom
309,984,1.000,1.000,1.000,1.000,1.000,1.000,2025-03-31 22:55:12.448,2025-03-31 22:55:12.448,0.000,Custom
310,985,1.000,1.000,1.000,1.000,0.000,0.000,2025-03-31 22:55:21.411,2025-03-31 22:55:21.411,0.000,Custom
311,986,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:55:30.867,2025-03-31 22:55:30.867,0.000,Custom
312,987,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:56:10.712,2025-03-31 22:56:10.712,0.000,Custom
313,988,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:56:19.611,2025-03-31 22:56:19.611,0.000,Custom
314,989,1.000,0.800,0.000,0.000,0.800,0.750,2025-03-31 22:56:32.56,2025-03-31 22:56:32.56,0.000,Custom
315,990,1.000,0.800,0.750,0.780,0.850,0.700,2025-03-31 22:57:09.166,2025-03-31 22:57:09.166,0.000,Custom
316,991,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:57:19.913,2025-03-31 22:57:19.913,0.000,Custom
317,992,1.000,0.000,0.000,0.000,0.000,1.000,2025-04-01 09:51:39.748,2025-03-31 22:57:30.82,0.000,Custom
318,993,1.000,1.000,0.000,0.000,0.000,1.000,2025-04-01 09:52:13.2,2025-03-31 22:58:10.615,0.000,Custom
319,994,1.000,1.000,0.000,0.000,0.000,1.000,2025-04-01 09:52:24.908,2025-03-31 22:58:21.315,0.000,Custom
320,995,1.000,1.000,0.000,0.000,0.000,1.000,2025-04-01 09:52:39.115,2025-03-31 22:58:31.143,0.000,Custom
321,1005,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:42:15.876,2025-04-01 09:42:15.876,0.000,Custom
322,1006,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:42:27.494,2025-04-01 09:42:27.494,0.000,Custom
323,1007,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:42:40.326,2025-04-01 09:42:40.326,0.000,Custom
324,1008,1.000,0.700,0.000,0.000,0.700,0.700,2025-04-01 09:43:13.838,2025-04-01 09:43:13.838,0.000,Custom
325,1009,1.000,0.750,0.000,0.000,0.700,0.700,2025-04-01 09:43:25.975,2025-04-01 09:43:25.975,0.000,Custom
326,1010,1.000,0.750,0.000,0.000,0.750,0.750,2025-04-01 09:43:35.243,2025-04-01 09:43:35.243,0.000,Custom
327,1011,1.000,0.750,0.650,0.700,0.800,0.700,2025-04-01 09:44:10.388,2025-04-01 09:44:10.388,0.000,Custom
328,1012,1.000,0.740,0.000,0.000,0.750,0.700,2025-04-01 09:44:21.161,2025-04-01 09:44:21.161,0.000,Custom
329,1013,1.000,0.750,0.650,0.700,0.800,0.700,2025-04-01 09:44:32.312,2025-04-01 09:44:32.312,0.000,Custom
330,1014,1.000,0.750,0.650,0.700,0.800,0.700,2025-04-01 09:45:12.252,2025-04-01 09:45:12.252,0.000,Custom
331,1015,1.000,0.750,0.000,0.000,0.000,0.000,2025-04-01 09:45:24.466,2025-04-01 09:45:24.466,0.000,Custom
332,1016,1.000,1.000,0.000,0.000,1.000,0.000,2025-04-01 09:45:35.693,2025-04-01 09:45:35.693,0.000,Custom
333,1017,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 09:46:13.263,2025-04-01 09:46:13.263,0.000,Custom
334,1018,1.000,0.900,0.800,0.850,0.950,0.850,2025-04-01 09:46:23.73,2025-04-01 09:46:23.73,0.000,Custom
335,1019,1.000,0.800,0.700,0.750,0.900,0.850,2025-04-01 09:46:33.973,2025-04-01 09:46:33.973,0.000,Custom
336,1020,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:47:12.945,2025-04-01 09:47:12.945,0.000,Custom
337,1021,1.000,0.800,0.000,0.000,0.800,0.700,2025-04-01 09:47:23.651,2025-04-01 09:47:23.651,0.000,Custom
338,1022,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 09:47:35.504,2025-04-01 09:47:35.504,0.000,Custom
339,1023,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:48:16.121,2025-04-01 09:48:16.121,0.000,Custom
340,1025,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 09:48:39.467,2025-04-01 09:48:39.467,0.000,Custom
341,1026,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:49:14.105,2025-04-01 09:49:14.105,0.000,Custom
342,1027,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:49:27.643,2025-04-01 09:49:27.643,0.000,Custom
343,1029,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:50:17.168,2025-04-01 09:50:17.168,0.000,Custom
344,1030,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:50:31.06,2025-04-01 09:50:31.06,0.000,Custom
345,1032,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:51:12.962,2025-04-01 09:51:12.962,0.000,Custom
346,1033,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:51:25.82,2025-04-01 09:51:25.82,0.000,Custom
351,996,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:53:12.295,2025-04-01 09:53:12.295,0.000,Custom
352,997,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:53:23.12,2025-04-01 09:53:23.12,0.000,Custom
353,998,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:53:36.417,2025-04-01 09:53:36.417,0.000,Custom
354,999,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:54:12.835,2025-04-01 09:54:12.835,0.000,Custom
355,1000,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:54:24.196,2025-04-01 09:54:24.196,0.000,Custom
356,1001,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:54:40.234,2025-04-01 09:54:40.234,0.000,Custom
357,1002,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:55:11.074,2025-04-01 09:55:11.074,0.000,Custom
358,1003,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:55:24.189,2025-04-01 09:55:24.189,0.000,Custom
359,1034,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:55:34.201,2025-04-01 09:55:34.201,0.000,Custom
360,1036,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 09:56:22.695,2025-04-01 09:56:22.695,0.000,Custom
361,1037,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:56:34.742,2025-04-01 09:56:34.742,0.000,Custom
362,1038,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 09:57:11.418,2025-04-01 09:57:11.418,0.000,Custom
363,1039,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 09:57:22.487,2025-04-01 09:57:22.487,0.000,Custom
364,1040,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:57:31.995,2025-04-01 09:57:31.995,0.000,Custom
365,1041,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 09:58:08.98,2025-04-01 09:58:08.98,0.000,Custom
366,1042,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 09:58:21.028,2025-04-01 09:58:21.028,0.000,Custom
367,1043,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:58:33.302,2025-04-01 09:58:33.302,0.000,Custom
368,1044,1.000,1.000,1.000,1.000,1.000,1.000,2025-04-01 09:59:13.011,2025-04-01 09:59:13.011,0.000,Custom
369,1045,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:59:25.381,2025-04-01 09:59:25.381,0.000,Custom
370,1046,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 09:59:35.57,2025-04-01 09:59:35.57,0.000,Custom
371,1047,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:00:15.175,2025-04-01 10:00:15.175,0.000,Custom
372,1048,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:00:25.676,2025-04-01 10:00:25.676,0.000,Custom
373,1049,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:00:35.97,2025-04-01 10:00:35.97,0.000,Custom
374,1050,1.000,1.000,1.000,1.000,1.000,1.000,2025-04-01 10:01:13.221,2025-04-01 10:01:13.221,0.000,Custom
375,1051,1.000,1.000,1.000,1.000,1.000,1.000,2025-04-01 10:01:24.139,2025-04-01 10:01:24.139,0.000,Custom
376,1052,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:01:36.921,2025-04-01 10:01:36.921,0.000,Custom
377,1053,1.000,0.800,0.000,0.000,0.800,0.000,2025-04-01 10:02:13.025,2025-04-01 10:02:13.025,0.000,Custom
378,1054,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:02:24.802,2025-04-01 10:02:24.802,0.000,Custom
379,1055,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:02:36.871,2025-04-01 10:02:36.871,0.000,Custom
380,1056,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:03:12.943,2025-04-01 10:03:12.943,0.000,Custom
381,1057,1.000,1.000,0.000,0.000,1.000,0.000,2025-04-01 10:03:22.993,2025-04-01 10:03:22.993,0.000,Custom
382,1058,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:03:34.096,2025-04-01 10:03:34.096,0.000,Custom
383,1059,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:04:12.034,2025-04-01 10:04:12.034,0.000,Custom
384,1060,1.000,2.500,0.000,0.000,2.500,0.000,2025-04-01 10:04:24.07,2025-04-01 10:04:24.07,0.000,Custom
385,1061,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:04:36.465,2025-04-01 10:04:36.465,0.000,Custom
386,1062,1.000,0.800,0.000,0.000,0.000,0.000,2025-04-01 10:05:16.29,2025-04-01 10:05:16.29,0.000,Custom
387,1063,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:05:26.582,2025-04-01 10:05:26.582,0.000,Custom
388,1064,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:05:38.197,2025-04-01 10:05:38.197,0.000,Custom
389,1065,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:06:11.796,2025-04-01 10:06:11.796,0.000,Custom
390,1066,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:06:24.84,2025-04-01 10:06:24.84,0.000,Custom
391,1067,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:06:37.562,2025-04-01 10:06:37.562,0.000,Custom
392,1068,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:07:14.694,2025-04-01 10:07:14.694,0.000,Custom
393,1069,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:07:25.439,2025-04-01 10:07:25.439,0.000,Custom
394,1070,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:07:35.18,2025-04-01 10:07:35.18,0.000,Custom
395,1071,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:08:12.843,2025-04-01 10:08:12.843,0.000,Custom
396,1072,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:08:24.854,2025-04-01 10:08:24.854,0.000,Custom
397,1073,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:08:36.098,2025-04-01 10:08:36.098,0.000,Custom
398,1074,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:09:12.715,2025-04-01 10:09:12.715,0.000,Custom
399,1075,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:09:25.142,2025-04-01 10:09:25.142,0.000,Custom
400,1076,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:09:36.981,2025-04-01 10:09:36.981,0.000,Custom
401,1077,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:10:12.811,2025-04-01 10:10:12.811,0.000,Custom
402,1078,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:10:24.879,2025-04-01 10:10:24.879,0.000,Custom
403,1079,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:10:37.077,2025-04-01 10:10:37.077,0.000,Custom
404,1080,1.000,2.500,0.000,0.000,2.500,0.000,2025-04-01 10:11:12.271,2025-04-01 10:11:12.271,0.000,Custom
405,1081,1.000,1.500,0.000,0.000,1.500,0.000,2025-04-01 10:11:23.374,2025-04-01 10:11:23.374,0.000,Custom
406,1082,1.000,0.900,0.000,0.000,0.900,0.000,2025-04-01 10:11:34.315,2025-04-01 10:11:34.315,0.000,Custom
407,1083,1.000,1.000,0.000,0.000,1.000,0.000,2025-04-01 10:12:11.304,2025-04-01 10:12:11.304,0.000,Custom
408,1084,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:12:23.062,2025-04-01 10:12:23.062,0.000,Custom
409,1086,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:13:13.125,2025-04-01 10:13:13.125,0.000,Custom
410,1087,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:13:24.041,2025-04-01 10:13:24.041,0.000,Custom
411,1088,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:13:33.782,2025-04-01 10:13:33.782,0.000,Custom
412,1089,1.000,0.750,0.000,0.000,0.000,0.000,2025-04-01 10:14:10.589,2025-04-01 10:14:10.589,0.000,Custom
413,1090,1.000,0.750,0.000,0.000,0.750,0.750,2025-04-01 10:14:20.874,2025-04-01 10:14:20.874,0.000,Custom
414,1091,1.000,0.800,0.000,0.000,0.800,0.800,2025-04-01 10:14:31.956,2025-04-01 10:14:31.956,0.000,Custom
415,1092,1.000,0.850,0.000,0.000,0.000,0.000,2025-04-01 10:15:14.674,2025-04-01 10:15:14.674,0.000,Custom
416,1093,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:15:25.534,2025-04-01 10:15:25.534,0.000,Custom
417,1094,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:15:37.727,2025-04-01 10:15:37.727,0.000,Custom
418,1095,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:16:13.096,2025-04-01 10:16:13.096,0.000,Custom
419,1096,1.000,2.500,0.000,0.000,0.000,0.000,2025-04-01 10:16:27.277,2025-04-01 10:16:27.277,0.000,Custom
420,1097,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:16:41.36,2025-04-01 10:16:41.36,0.000,Custom
421,1098,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:17:10.647,2025-04-01 10:17:10.647,0.000,Custom
422,1099,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:17:23.408,2025-04-01 10:17:23.408,0.000,Custom
423,1100,1.000,0.900,0.000,0.000,0.900,0.800,2025-04-01 10:17:36.185,2025-04-01 10:17:36.185,0.000,Custom
424,1101,1.000,0.900,0.000,0.000,0.900,0.850,2025-04-01 10:18:12.537,2025-04-01 10:18:12.537,0.000,Custom
425,1102,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:18:24.026,2025-04-01 10:18:24.026,0.000,Custom
426,1103,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:18:34.302,2025-04-01 10:18:34.302,0.000,Custom
427,1104,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:19:17.186,2025-04-01 10:19:17.186,0.000,Custom
428,1105,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:19:32.116,2025-04-01 10:19:32.116,0.000,Custom
429,1106,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:19:44.071,2025-04-01 10:19:44.071,0.000,Custom
430,1107,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:20:15.119,2025-04-01 10:20:15.119,0.000,Custom
431,1108,1.000,1.000,0.000,0.000,0.000,1.000,2025-04-01 10:20:27.856,2025-04-01 10:20:27.856,0.000,Custom
432,1109,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:20:39.434,2025-04-01 10:20:39.434,0.000,Custom
433,1110,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:21:10.776,2025-04-01 10:21:10.776,0.000,Custom
434,1111,1.000,0.700,0.000,0.000,0.000,0.700,2025-04-01 10:21:22.426,2025-04-01 10:21:22.426,0.000,Custom
435,1112,1.000,1.000,1.000,1.000,1.000,1.000,2025-04-01 10:21:34.543,2025-04-01 10:21:34.543,0.000,Custom
436,1113,1.000,1.000,1.000,1.000,1.000,1.000,2025-04-01 10:22:13.784,2025-04-01 10:22:13.784,0.000,Custom
437,1114,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:22:26.747,2025-04-01 10:22:26.747,0.000,Custom
438,1115,1.000,1.000,1.000,1.000,1.000,1.000,2025-04-01 10:22:39.276,2025-04-01 10:22:39.276,0.000,Custom
439,1116,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:23:12.817,2025-04-01 10:23:12.817,0.000,Custom
440,1117,1.000,1.000,1.000,1.000,1.000,1.000,2025-04-01 10:23:26.665,2025-04-01 10:23:26.665,0.000,Custom
441,1118,1.000,0.700,0.000,0.000,0.000,0.700,2025-04-01 10:23:38.706,2025-04-01 10:23:38.706,0.000,Custom
442,1119,1.000,0.700,0.000,0.000,0.000,0.700,2025-04-01 10:24:14.199,2025-04-01 10:24:14.199,0.000,Custom
443,1120,1.000,0.700,0.000,0.000,0.000,0.700,2025-04-01 10:24:24.635,2025-04-01 10:24:24.635,0.000,Custom
444,1121,1.000,2.500,0.000,0.000,2.500,0.000,2025-04-01 10:24:37.786,2025-04-01 10:24:37.786,0.000,Custom
445,1122,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:25:12.563,2025-04-01 10:25:12.563,0.000,Custom
446,1123,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:25:23.072,2025-04-01 10:25:23.072,0.000,Custom
447,1124,1.000,0.900,0.000,0.000,0.900,0.000,2025-04-01 10:25:35.646,2025-04-01 10:25:35.646,0.000,Custom
448,1126,1.000,2.500,0.000,0.000,2.500,0.000,2025-04-01 10:26:23.261,2025-04-01 10:26:23.261,0.000,Custom
449,1129,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:27:16.729,2025-04-01 10:27:16.729,0.000,Custom
450,1131,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:28:13.483,2025-04-01 10:28:13.483,0.000,Custom
451,1132,1.000,1.000,0.000,0.000,0.000,1.000,2025-04-01 10:28:21.886,2025-04-01 10:28:21.886,0.000,Custom
452,1133,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:28:32.89,2025-04-01 10:28:32.89,0.000,Custom
453,1134,1.000,2.500,0.000,0.000,2.500,0.000,2025-04-01 10:29:12.518,2025-04-01 10:29:12.518,0.000,Custom
454,1135,1.000,0.750,0.000,0.000,0.000,0.000,2025-04-01 10:29:25.411,2025-04-01 10:29:25.411,0.000,Custom
455,1136,1.000,0.900,0.000,0.000,0.000,0.000,2025-04-01 10:29:38.155,2025-04-01 10:29:38.155,0.000,Custom
456,1137,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:30:10.814,2025-04-01 10:30:10.814,0.000,Custom
457,1138,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:30:21.017,2025-04-01 10:30:21.017,0.000,Custom
458,1139,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:30:34.311,2025-04-01 10:30:34.311,0.000,Custom
459,1140,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:31:14.827,2025-04-01 10:31:14.827,0.000,Custom
460,1141,1.000,1.000,0.000,0.000,0.000,0.000,2025-04-01 10:31:26.033,2025-04-01 10:31:26.033,0.000,Custom
461,1142,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:31:40.619,2025-04-01 10:31:40.619,0.000,Custom
462,1143,1.000,0.900,0.000,0.000,0.000,0.000,2025-04-01 10:32:14.945,2025-04-01 10:32:14.945,0.000,Custom
463,1145,1.000,0.000,0.000,0.000,0.000,0.000,2025-04-01 10:32:43.869,2025-04-01 10:32:43.869,0.000,Custom
464,1146,1.000,0.800,0.000,0.000,0.850,0.750,2025-04-01 10:33:13.147,2025-04-01 10:33:13.147,0.000,Custom
465,1147,1.000,0.750,0.000,0.000,0.700,0.650,2025-04-01 10:33:24.886,2025-04-01 10:33:24.886,0.000,Custom
